100, 10, 0.060
100, 11, 9.377
100, 12, 11.55
100, 13, 35.97
100, 14, 8.090
100, 15, 51.74
100, 16, 18.30
100, 17, 40.31
100, 18, 24.81
100, 19, 24.80
100, 1, 0.065
100, 20, 0.124
100, 2, 0.015
100, 3, 8.964
100, 4, 0.027
100, 5, 0.033
100, 6, 8.990
100, 7, 7.111
100, 8, 13.22
100, 9, 7.451
150, 10, 0.124
150, 11, 67.24
150, 12, 46.57
150, 13, 41.61
150, 14, 83.95
150, 15, 0.240
150, 16, 76.89
150, 17, 98.91
150, 18, 71.66
150, 19, 227.5
150, 1, 0.136
150, 20, 81.84
150, 2, 0.028
150, 3, 0.043
150, 4, 43.05
150, 5, 0.068
150, 6, 0.086
150, 7, 53.69
150, 8, 41.64
150, 9, 62.60
200, 10, 0.219
200, 11, 80.18
200, 12, 139.6
200, 13, 144.4
200, 14, 171.6
200, 15, 202.5
200, 16, 158.4
200, 17, 413.5
200, 18, 104.3
200, 19, 248.3
200, 1, 0.261
200, 20, 0.869
200, 2, 0.049
200, 3, 55.66
200, 4, 0.145
200, 5, 0.218
200, 6, 97.54
200, 7, 91.88
200, 8, 0.211
200, 9, 104.2
250, 10, 0.584
250, 11, 265.3
250, 12, 390.3
250, 13, 195.5
250, 14, 258.7
250, 15, 218.1
250, 16, 624.0
250, 17, 445.0
250, 18, 468.4
250, 19, 272.8
250, 1, 0.711
250, 20, 292.9
250, 2, 0.117
250, 3, 144.1
250, 4, 158.9
250, 5, 0.405
250, 6, 181.5
250, 7, 382.0
250, 8, 167.8
250, 9, 222.5
300, 10, 0.620
300, 11, 361.9
300, 12, 0.931
300, 13, 295.5
300, 14, 347.1
300, 15, 0.898
300, 16, 536.3
300, 17, 686.0
300, 18, 489.8
300, 19, 844.8
300, 1, 0.610
300, 20, 1.163
300, 2, 0.113
300, 3, 0.268
300, 4, 0.667
300, 5, 0.289
300, 6, 0.781
300, 7, 627.3
300, 8, 436.0
300, 9, 464.9
350, 10, 0.870
350, 11, 3721.
350, 12, 1133.
350, 13, 940.0
350, 14, 1.972
350, 15, 10438
350, 16, 3212.
350, 17, 711.0
350, 18, 840.8
350, 19, 880.7
350, 1, 0.893
350, 20, 715.0
350, 2, 0.149
350, 3, 285.4
350, 4, 298.2
350, 5, 0.857
350, 6, 592.8
350, 7, 0.611
350, 8, 718.3
350, 9, 989.8
