100, 10, 0.094
100, 11, 0.104
100, 12, 0.114
100, 13, 0.124
100, 14, 0.135
100, 15, 0.145
100, 16, 0.154
100, 17, 0.166
100, 18, 0.177
100, 19, 0.189
100, 1, 0.061
100, 20, 0.205
100, 2, 0.020
100, 3, 0.030
100, 4, 0.039
100, 5, 0.049
100, 6, 0.057
100, 7, 0.065
100, 8, 0.074
100, 9, 0.085
150, 10, 0.174
150, 11, 0.191
150, 12, 0.208
150, 13, 0.225
150, 14, 0.247
150, 15, 0.265
150, 16, 0.285
150, 17, 0.308
150, 18, 0.324
150, 19, 0.343
150, 1, 0.136
150, 20, 0.375
150, 2, 0.037
150, 3, 0.056
150, 4, 0.105
150, 5, 0.090
150, 6, 0.107
150, 7, 0.123
150, 8, 0.140
150, 9, 0.158
200, 10, 0.281
200, 11, 0.309
200, 12, 0.361
200, 13, 0.367
200, 14, 0.395
200, 15, 0.427
200, 16, 0.456
200, 17, 0.489
200, 18, 0.520
200, 19, 0.552
200, 1, 0.246
200, 20, 0.582
200, 2, 0.058
200, 3, 0.092
200, 4, 0.118
200, 5, 1.522
200, 6, 0.173
200, 7, 0.199
200, 8, 0.311
200, 9, 0.251
250, 10, 0.431
250, 11, 0.474
250, 12, 0.521
250, 13, 0.567
250, 14, 0.610
250, 15, 0.655
250, 16, 0.708
250, 17, 0.759
250, 18, 0.806
250, 19, 0.866
250, 1, 0.392
250, 20, 0.922
250, 2, 0.086
250, 3, 0.140
250, 4, 0.183
250, 5, 0.223
250, 6, 0.267
250, 7, 0.303
250, 8, 0.349
250, 9, 0.388
300, 10, 0.633
300, 11, 0.701
300, 12, 0.779
300, 13, 0.851
300, 14, 0.940
300, 15, 1.014
300, 16, 1.092
300, 17, 1.182
300, 18, 1.258
300, 19, 1.351
300, 1, 0.579
300, 20, 1.427
300, 2, 0.124
300, 3, 0.204
300, 4, 0.268
300, 5, 0.322
300, 6, 0.450
300, 7, 0.444
300, 8, 0.505
300, 9, 0.623
350, 10, 0.941
350, 11, 1.049
350, 12, 1.157
350, 13, 1.268
350, 14, 2.157
350, 15, 1.477
350, 16, 1.589
350, 17, 1.695
350, 18, 1.800
350, 19, 1.908
350, 1, 0.820
350, 20, 2.009
350, 2, 0.168
350, 3, 0.286
350, 4, 0.366
350, 5, 1.877
350, 6, 0.890
350, 7, 0.629
350, 8, 0.724
350, 9, 0.825
50, 10, 0.040
50, 11, 0.045
50, 12, 0.048
50, 13, 0.053
50, 14, 0.057
50, 15, 0.062
50, 16, 0.066
50, 17, 0.072
50, 18, 0.077
50, 19, 0.082
50, 1, 0.018
50, 20, 0.088
50, 2, 0.010
50, 3, 0.014
50, 4, 0.017
50, 5, 0.021
50, 6, 0.025
50, 7, 0.028
50, 8, 0.032
50, 9, 0.036
