100, 10, 0.094
100, 11, 0.104
100, 12, 0.114
100, 13, 0.123
100, 14, 0.134
100, 15, 0.145
100, 16, 0.154
100, 17, 0.165
100, 18, 0.178
100, 19, 0.188
100, 1, 0.061
100, 20, 0.201
100, 2, 0.021
100, 3, 0.030
100, 4, 0.039
100, 5, 0.048
100, 6, 0.057
100, 7, 0.066
100, 8, 0.074
100, 9, 0.084
150, 10, 0.174
150, 11, 0.191
150, 12, 0.207
150, 13, 0.227
150, 14, 0.246
150, 15, 0.265
150, 16, 0.285
150, 17, 0.304
150, 18, 0.323
150, 19, 0.341
150, 1, 0.134
150, 20, 0.370
150, 2, 0.036
150, 3, 0.056
150, 4, 0.104
150, 5, 0.089
150, 6, 0.107
150, 7, 0.122
150, 8, 0.149
150, 9, 0.157
200, 10, 0.283
200, 11, 0.325
200, 12, 0.338
200, 13, 0.391
200, 14, 0.430
200, 15, 0.428
200, 16, 0.476
200, 17, 0.495
200, 18, 0.523
200, 19, 0.554
200, 1, 0.246
200, 20, 0.587
200, 2, 0.058
200, 3, 0.091
200, 4, 0.119
200, 5, 1.519
200, 6, 0.173
200, 7, 0.199
200, 8, 0.308
200, 9, 0.293
250, 10, 0.430
250, 11, 0.474
250, 12, 0.519
250, 13, 0.563
250, 14, 0.610
250, 15, 0.654
250, 16, 0.702
250, 17, 0.758
250, 18, 0.808
250, 19, 0.860
250, 1, 0.392
250, 20, 0.918
250, 2, 0.086
250, 3, 0.139
250, 4, 0.180
250, 5, 0.224
250, 6, 0.263
250, 7, 0.302
250, 8, 0.342
250, 9, 0.388
300, 10, 0.637
300, 11, 0.700
300, 12, 0.792
300, 13, 0.847
300, 14, 0.928
300, 15, 1.014
300, 16, 1.111
300, 17, 1.168
300, 18, 1.339
300, 19, 1.343
300, 1, 0.580
300, 20, 1.427
300, 2, 0.124
300, 3, 0.205
300, 4, 0.268
300, 5, 0.322
300, 6, 0.450
300, 7, 0.443
300, 8, 0.505
300, 9, 0.629
350, 10, 0.922
350, 11, 1.041
350, 12, 1.159
350, 13, 1.265
350, 14, 2.172
350, 15, 1.478
350, 16, 1.595
350, 17, 1.697
350, 18, 1.811
350, 19, 1.894
350, 1, 0.824
350, 20, 2.000
350, 2, 0.169
350, 3, 0.289
350, 4, 0.365
350, 5, 1.874
350, 6, 0.891
350, 7, 0.633
350, 8, 0.728
350, 9, 0.826
50, 10, 0.041
50, 11, 0.044
50, 12, 0.048
50, 13, 0.052
50, 14, 0.057
50, 15, 0.062
50, 16, 0.066
50, 17, 0.072
50, 18, 0.077
50, 19, 0.082
50, 1, 0.018
50, 20, 0.087
50, 2, 0.010
50, 3, 0.014
50, 4, 0.017
50, 5, 0.021
50, 6, 0.024
50, 7, 0.028
50, 8, 0.032
50, 9, 0.036
