100, 10, 0.061
100, 11, 0.067
100, 12, 0.072
100, 13, 0.079
100, 14, 0.085
100, 15, 0.090
100, 16, 0.097
100, 17, 0.104
100, 18, 0.111
100, 19, 0.118
100, 1, 0.061
100, 20, 0.125
100, 2, 0.019
100, 3, 2.567
100, 4, 0.028
100, 5, 0.033
100, 6, 0.038
100, 7, 0.043
100, 8, 0.049
100, 9, 0.055
150, 10, 0.125
150, 11, 0.136
150, 12, 0.147
150, 13, 0.160
150, 14, 0.172
150, 15, 0.186
150, 16, 0.196
150, 17, 0.209
150, 18, 0.223
150, 19, 0.239
150, 1, 0.136
150, 20, 0.251
150, 2, 0.026
150, 3, 2.660
150, 4, 0.052
150, 5, 0.066
150, 6, 0.079
150, 7, 0.088
150, 8, 0.100
150, 9, 0.113
200, 10, 0.216
200, 11, 0.247
200, 12, 0.265
200, 13, 0.275
200, 14, 0.296
200, 15, 0.319
200, 16, 0.337
200, 17, 0.359
200, 18, 0.382
200, 19, 0.398
200, 1, 0.248
200, 20, 0.426
200, 2, 0.077
200, 3, 30.10
200, 4, 0.094
200, 5, 0.115
200, 6, 0.155
200, 7, 0.152
200, 8, 0.177
200, 9, 0.192
250, 10, 0.351
250, 11, 0.387
250, 12, 0.406
250, 13, 0.525
250, 14, 0.468
250, 15, 0.501
250, 16, 0.535
250, 17, 0.572
250, 18, 0.594
250, 19, 0.635
250, 1, 0.395
250, 20, 0.686
250, 2, 0.066
250, 3, 27.40
250, 4, 0.136
250, 5, 0.185
250, 6, 0.209
250, 7, 0.241
250, 8, 0.326
250, 9, 0.394
300, 10, 0.509
300, 11, 0.550
300, 12, 0.609
300, 13, 0.647
300, 14, 0.695
300, 15, 0.752
300, 16, 0.784
300, 17, 0.839
300, 18, 0.883
300, 19, 0.931
300, 1, 0.584
300, 20, 0.992
300, 2, 0.201
300, 3, 40.72
300, 4, 0.225
300, 5, 0.277
300, 6, 0.324
300, 7, 0.359
300, 8, 0.407
300, 9, 0.451
350, 10, 0.731
350, 11, 0.768
350, 12, 0.838
350, 13, 0.910
350, 14, 1.000
350, 15, 1.081
350, 16, 1.096
350, 17, 1.165
350, 18, 1.229
350, 19, 1.295
350, 1, 0.834
350, 20, 1.370
350, 2, 0.133
350, 3, 113.7
350, 4, 14.86
350, 5, 0.489
350, 6, 2.605
350, 7, 0.521
350, 8, 0.566
350, 9, 0.632
50, 10, 0.023
50, 11, 0.026
50, 12, 0.028
50, 13, 0.030
50, 14, 0.033
50, 15, 0.035
50, 16, 0.038
50, 17, 0.040
50, 18, 0.044
50, 19, 0.047
50, 1, 0.019
50, 20, 0.050
50, 2, 0.007
50, 3, 0.010
50, 4, 0.011
50, 5, 0.013
50, 6, 0.015
50, 7, 0.017
50, 8, 0.019
50, 9, 0.021
