100, 10, 0.062
100, 11, 9.561
100, 12, 11.69
100, 13, 36.88
100, 14, 8.364
100, 15, 53.25
100, 16, 18.93
100, 17, 41.70
100, 18, 25.49
100, 19, 24.62
100, 1, 0.061
100, 20, 0.125
100, 2, 0.015
100, 3, 9.043
100, 4, 0.028
100, 5, 0.034
100, 6, 9.124
100, 7, 7.230
100, 8, 13.46
100, 9, 8.571
150, 10, 0.126
150, 11, 67.84
150, 12, 46.48
150, 13, 41.64
150, 14, 82.93
150, 15, 0.185
150, 16, 77.58
150, 17, 99.11
150, 18, 72.18
150, 19, 226.3
150, 1, 0.135
150, 20, 80.75
150, 2, 0.028
150, 3, 0.043
150, 4, 43.01
150, 5, 0.067
150, 6, 0.084
150, 7, 53.84
150, 8, 42.09
150, 9, 63.59
200, 10, 0.218
200, 11, 78.75
200, 12, 139.8
200, 13, 134.8
200, 14, 153.5
200, 15, 188.4
200, 16, 130.1
200, 17, 257.5
200, 18, 68.06
200, 19, 142.4
200, 1, 0.249
200, 20, 0.434
200, 2, 0.047
200, 3, 54.14
200, 4, 0.145
200, 5, 0.223
200, 6, 95.84
200, 7, 92.25
200, 8, 0.213
200, 9, 102.4
250, 10, 0.510
250, 11, 219.5
250, 12, 329.4
250, 13, 175.1
250, 14, 229.9
250, 15, 185.9
250, 16, 582.8
250, 17, 360.3
250, 18, 407.1
250, 19, 265.1
250, 1, 0.424
250, 20, 288.0
250, 2, 0.073
250, 3, 104.1
250, 4, 138.9
250, 5, 0.393
250, 6, 154.0
250, 7, 335.9
250, 8, 158.4
250, 9, 190.7
300, 10, 0.544
300, 11, 313.3
300, 12, 0.719
300, 13, 277.5
300, 14, 320.2
300, 15, 0.886
300, 16, 495.6
300, 17, 607.8
300, 18, 463.4
300, 19, 800.3
300, 1, 0.580
300, 20, 1.193
300, 2, 0.106
300, 3, 0.177
300, 4, 0.628
300, 5, 0.276
300, 6, 0.736
300, 7, 591.0
300, 8, 414.9
300, 9, 410.6
350, 10, 0.834
350, 11, 1191.
350, 12, 422.4
350, 13, 924.5
350, 14, 2.010
350, 15, 456.5
350, 16, 848.5
350, 17, 602.8
350, 18, 645.1
350, 19, 759.9
350, 1, 0.819
350, 20, 688.8
350, 2, 0.149
350, 3, 266.4
350, 4, 280.1
350, 5, 0.798
350, 6, 554.3
350, 7, 0.565
350, 8, 650.9
350, 9, 916.3
50, 10, 0.022
50, 11, 3.423
50, 12, 1.284
50, 13, 3.839
50, 14, 2.706
50, 15, 2.977
50, 16, 0.356
50, 17, 0.040
50, 18, 0.044
50, 19, 0.046
50, 1, 0.018
50, 20, 0.050
50, 2, 0.007
50, 3, 0.016
50, 4, 0.015
50, 5, 0.013
50, 6, 1.078
50, 7, 1.174
50, 8, 1.518
50, 9, 1.103
