100, 10, 0.096
100, 11, 0.122
100, 12, 0.116
100, 13, 0.126
100, 14, 0.137
100, 15, 0.154
100, 16, 0.412
100, 17, 0.346
100, 18, 0.356
100, 19, 0.362
100, 1, 0.061
100, 20, 0.380
100, 2, 4.936
100, 3, 0.031
100, 4, 0.040
100, 5, 0.048
100, 6, 0.061
100, 7, 0.066
100, 8, 0.076
100, 9, 0.085
150, 10, 3.846
150, 11, 0.699
150, 12, 0.576
150, 13, 0.601
150, 14, 0.525
150, 15, 0.596
150, 16, 0.780
150, 17, 0.576
150, 18, 3.180
150, 19, 0.635
150, 1, 0.135
150, 20, 0.665
150, 2, 0.048
150, 3, 14.74
150, 4, 8.477
150, 5, 6.367
150, 6, 7.378
150, 7, 4.095
150, 8, 4.391
150, 9, 3.843
200, 10, 6.478
200, 11, 5.236
200, 12, 6.127
200, 13, 5.022
200, 14, 6.315
200, 15, 4.057
200, 16, 4.273
200, 17, 5.175
200, 18, 4.496
200, 19, 1.734
200, 1, 0.248
200, 20, 1.041
200, 2, 0.172
200, 3, 34.18
200, 4, 17.87
200, 5, 11.64
200, 6, 9.792
200, 7, 10.10
200, 8, 7.559
200, 9, 9.348
250, 10, 9.252
250, 11, 8.905
250, 12, 7.847
250, 13, 6.068
250, 14, 7.373
250, 15, 5.277
250, 16, 2.359
250, 17, 5.868
250, 18, 3.415
250, 19, 5.525
250, 1, 0.396
250, 20, 1.839
250, 2, 0.277
250, 3, 0.664
250, 4, 31.24
250, 5, 32.18
250, 6, 20.17
250, 7, 9.978
250, 8, 14.77
250, 9, 9.529
300, 10, 11.77
300, 11, 14.87
300, 12, 8.595
300, 13, 13.08
300, 14, 10.92
300, 15, 8.373
300, 16, 11.75
300, 17, 10.28
300, 18, 7.819
300, 19, 7.573
300, 1, 0.586
300, 20, 7.972
300, 2, 0.415
300, 3, 0.768
300, 4, 46.37
300, 5, 44.09
300, 6, 27.77
300, 7, 21.06
300, 8, 22.57
300, 9, 15.22
350, 10, 27.12
350, 11, 20.10
350, 12, 18.43
350, 13, 17.24
350, 14, 12.24
350, 15, 14.53
350, 16, 12.54
350, 17, 11.61
350, 18, 14.39
350, 19, 14.75
350, 1, 0.842
350, 20, 12.11
350, 2, 0.592
350, 3, 1.597
350, 4, 1.662
350, 5, 55.94
350, 6, 34.33
350, 7, 32.41
350, 8, 29.44
350, 9, 24.10
50, 10, 0.041
50, 11, 0.045
50, 12, 0.048
50, 13, 0.053
50, 14, 0.057
50, 15, 0.070
50, 16, 0.082
50, 17, 0.083
50, 18, 0.078
50, 19, 0.085
50, 1, 0.018
50, 20, 0.088
50, 2, 0.029
50, 3, 0.014
50, 4, 0.017
50, 5, 0.021
50, 6, 0.025
50, 7, 0.029
50, 8, 0.033
50, 9, 0.037
